"id","code","name","parent_id:id","user_type:id","type","reconcile"
0,0,"Azienda",,"account_type_view","view",FALSE
1,1,"ATTIVO ",0,"account_type_view","view",TRUE
11,11,"IMMOBILIZZAZIONI IMMATERIALI ",1,"account_type_view","view",TRUE
1101,1101,"costi di impianto ",11,"account_type_view","other",TRUE
1106,1106,"software ",11,"account_type_view","other",TRUE
1108,1108,"avviamento ",11,"account_type_view","other",TRUE
1111,1111,"fondo ammortamento costi di impianto ",11,"account_type_view","other",TRUE
1116,1116,"fondo ammortamento software ",11,"account_type_view","other",TRUE
1118,1118,"fondo ammortamento avviamento ",11,"account_type_view","other",TRUE
12,12,"IMMOBILIZZAZIONI MATERIALI ",1,"account_type_view","view",TRUE
1201,1201,"fabbricati ",12,"account_type_view","other",TRUE
1202,1202,"impianti e macchinari ",12,"account_type_view","other",TRUE
1204,1204,"attrezzature commerciali ",12,"account_type_view","other",TRUE
1205,1205,"macchine d'ufficio ",12,"account_type_view","other",TRUE
1206,1206,"arredamento ",12,"account_type_view","other",TRUE
1207,1207,"automezzi ",12,"account_type_view","other",TRUE
1208,1208,"imballaggi durevoli ",12,"account_type_view","other",TRUE
1211,1211,"fondo ammortamento fabbricati ",12,"account_type_view","other",TRUE
1212,1212,"fondo ammortamento impianti e macchinari ",12,"account_type_view","other",TRUE
1214,1214,"fondo ammortamento attrezzature commerciali ",12,"account_type_view","other",TRUE
1215,1215,"fondo ammortamento macchine d'ufficio ",12,"account_type_view","other",TRUE
1216,1216,"fondo ammortamento arredamento ",12,"account_type_view","other",TRUE
1217,1217,"fondo ammortamento automezzi ",12,"account_type_view","other",TRUE
1218,1218,"fondo ammortamento imballaggi durevoli ",12,"account_type_view","other",TRUE
1220,1220,"fornitori immobilizzazioni c/acconti ",12,"account_type_view","other",TRUE
13,13,"IMMOBILIZZAZIONI FINANZIARIE ",1,"account_type_view","view",TRUE
1301,1301,"mutui attivi ",13,"account_type_view","other",TRUE
14,14,"RIMANENZE ",1,"account_type_view","view",TRUE
1401,1401,"materie di consumo ",14,"account_type_view","other",TRUE
1404,1404,"merci ",14,"account_type_view","other",TRUE
1410,1410,"fornitori c/acconti ",14,"account_type_view","other",TRUE
15,15,"CREDITI COMMERCIALI ",1,"account_type_view","view",TRUE
1501,1501,"crediti v/clienti ",15,"account_type_receivable","receivable",TRUE
1502,1502,"crediti commerciali diversi ",15,"account_type_receivable","other",TRUE
1503,1503,"clienti c/spese anticipate ",15,"account_type_receivable","receivable",TRUE
1505,1505,"cambiali attive ",15,"account_type_receivable","other",TRUE
1506,1506,"cambiali allo sconto ",15,"account_type_receivable","other",TRUE
1507,1507,"cambiali all'incasso ",15,"account_type_receivable","other",TRUE
1509,1509,"fatture da emettere ",15,"account_type_receivable","other",TRUE
1510,1510,"crediti insoluti ",15,"account_type_receivable","other",TRUE
1511,1511,"cambiali insolute ",15,"account_type_receivable","other",TRUE
1531,1531,"crediti da liquidare ",15,"account_type_receivable","other",TRUE
1540,1540,"fondo svalutazione crediti ",15,"account_type_receivable","other",TRUE
1541,1541,"fondo rischi su crediti ",15,"account_type_receivable","other",TRUE
16,16,"CREDITI DIVERSI ",1,"account_type_view","view",TRUE
1601,1601,"IVA n/credito ",16,"account_type_receivable","other",TRUE
1602,1602,"IVA c/acconto ",16,"account_type_receivable","other",TRUE
1605,1605,"crediti per IVA ",16,"account_type_receivable","other",TRUE
1607,1607,"imposte c/acconto ",16,"account_type_receivable","other",TRUE
1608,1608,"crediti per imposte ",16,"account_type_receivable","other",TRUE
1609,1609,"crediti per ritenute subite ",16,"account_type_receivable","other",TRUE
1610,1610,"crediti per cauzioni ",16,"account_type_receivable","other",TRUE
1620,1620,"personale c/acconti ",16,"account_type_receivable","other",TRUE
1630,1630,"crediti v/istituti previdenziali ",16,"account_type_receivable","other",TRUE
1640,1640,"debitori diversi ",16,"account_type_receivable","receivable",TRUE
18,18,"DISPONIBILITÀ LIQUIDE ",1,"account_type_view","view",TRUE
1801,1801,"banche c/c ",18,"account_type_bank","liquidity",TRUE
1810,1810,"c/c postali ",18,"account_type_cash","liquidity",TRUE
1820,1820,"denaro in cassa ",18,"account_type_cash","liquidity",TRUE
1821,1821,"assegni ",18,"account_type_cash","liquidity",TRUE
1822,1822,"valori bollati ",18,"account_type_cash","liquidity",TRUE
19,19,"RATEI E RISCONTI ATTIVI ",1,"account_type_view","view",TRUE
1901,1901,"ratei attivi ",19,"account_type_view","other",TRUE
1902,1902,"risconti attivi ",19,"account_type_view","other",TRUE
2,2,"PASSIVO ",0,"account_type_view","view",TRUE
20,20,"PATRIMONIO NETTO ",2,"account_type_view","view",TRUE
2101,2101,"patrimonio netto ",20,"account_type_view","other",TRUE
2102,2102,"utile d'esercizio ",20,"account_type_receivable","receivable",TRUE
2103,2103,"perdita d'esercizio ",20,"account_type_payable","payable",TRUE
2104,2104,"prelevamenti extra gestione ",20,"account_type_view","other",TRUE
2105,2105,"titolare c/ritenute subite ",20,"account_type_view","other",TRUE
22,22,"FONDI PER RISCHI E ONERI ",2,"account_type_view","view",TRUE
2201,2201,"fondo per imposte ",22,"account_type_view","other",TRUE
2204,2204,"fondo responsabilità civile ",22,"account_type_view","other",TRUE
2205,2205,"fondo spese future ",22,"account_type_view","other",TRUE
2211,2211,"fondo manutenzioni programmate ",22,"account_type_view","other",TRUE
23,23,"TRATTAMENTO FINE RAPPORTO DI LAVORO ",2,"account_type_view","view",TRUE
2301,2301,"debiti per TFRL ",23,"account_type_view","other",TRUE
24,24,"DEBITI FINANZIARI ",2,"account_type_view","view",TRUE
2410,2410,"mutui passivi ",24,"account_type_payable","other",TRUE
2411,2411,"banche c/sovvenzioni ",24,"account_type_payable","other",TRUE
2420,2420,"banche c/c passivi ",24,"account_type_payable","other",TRUE
2421,2421,"banche c/RIBA all'incasso ",24,"account_type_payable","other",TRUE
2422,2422,"banche c/cambiali all'incasso ",24,"account_type_payable","other",TRUE
2423,2423,"banche c/anticipi su fatture ",24,"account_type_payable","other",TRUE
2440,2440,"debiti v/altri finanziatori ",24,"account_type_payable","other",TRUE
25,25,"DEBITI COMMERCIALI ",2,"account_type_view","view",TRUE
2501,2501,"debiti v/fornitori ",25,"account_type_payable","payable",TRUE
2503,2503,"cambiali passive ",25,"account_type_payable","other",TRUE
2520,2520,"fatture da ricevere ",25,"account_type_payable","other",TRUE
2521,2521,"debiti da liquidare ",25,"account_type_payable","other",TRUE
2530,2530,"clienti c/acconti ",25,"account_type_payable","payable",TRUE
26,26,"DEBITI DIVERSI ",2,"account_type_view","view",TRUE
2601,2601,"IVA n/debito ",26,"account_type_payable","other",TRUE
2602,2602,"debiti per ritenute da versare ",26,"account_type_payable","other",TRUE
2605,2605,"erario c/IVA ",26,"account_type_payable","other",TRUE
2606,2606,"debiti per imposte ",26,"account_type_payable","other",TRUE
2619,2619,"debiti per cauzioni ",26,"account_type_payable","other",TRUE
2620,2620,"personale c/retribuzioni ",26,"account_type_payable","other",TRUE
2621,2621,"personale c/liquidazioni ",26,"account_type_payable","other",TRUE
2622,2622,"clienti c/cessione ",26,"account_type_payable","other",TRUE
2630,2630,"debiti v/istituti previdenziali ",26,"account_type_payable","other",TRUE
2640,2640,"creditori diversi ",26,"account_type_payable","payable",TRUE
27,27,"RATEI E RISCONTI PASSIVI ",2,"account_type_view","view",TRUE
2701,2701,"ratei passivi ",27,"account_type_view","other",TRUE
2702,2702,"risconti passivi ",27,"account_type_view","other",TRUE
28,28,"CONTI TRANSITORI E DIVERSI ",2,"account_type_view","view",TRUE
2801,2801,"bilancio di apertura ",28,"account_type_view","other",TRUE
2802,2802,"bilancio di chiusura ",28,"account_type_view","other",TRUE
2810,2810,"IVA c/liquidazioni ",28,"account_type_view","other",TRUE
