"id","name","description"
"l10n_be_intrastat.intrastat_category_2014_72071980","72071980","Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon (excl. semi-products, of square, rectangular, circular or polygonal cross-section)"
"l10n_be_intrastat.intrastat_category_2014_72072011","72072011","Semi-finished products, of non-alloy free-cutting steel, containing by weight >= 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting"
"l10n_be_intrastat.intrastat_category_2014_72072015","72072015","Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% but < 0,6% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting (excl. free-cutting steel)"
"l10n_be_intrastat.intrastat_category_2014_72072017","72072017","Semi-finished products of iron or non-alloy steel, containing by weight >= 0,6% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting (excl. free-cutting steel)"
"l10n_be_intrastat.intrastat_category_2014_72072019","72072019","Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness, forged"
"l10n_be_intrastat.intrastat_category_2014_72072032","72072032","Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25 of carbon, of rectangular ""other than square"" cross-section, the width measuring >= twice the thickness, rolled or obtained by continuous casting"
"l10n_be_intrastat.intrastat_category_2014_72072039","72072039","Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of rectangular ""other than square"" cross-section and the width >= twice the thickness, forged"
"l10n_be_intrastat.intrastat_category_2014_72072052","72072052","Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of circular or polygonal cross-section, rolled or obtained by continuous casting"
"l10n_be_intrastat.intrastat_category_2014_72072059","72072059","Semi-finished products of iron or non-alloy steel, containing by weight >= 0,6% carbon, of circular or polygonal cross-section, forged"
"l10n_be_intrastat.intrastat_category_2014_72072080","72072080","Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon (excl. those of square, rectangular, circular or polygonal cross-section)"
"l10n_be_intrastat.intrastat_category_2014_72081000","72081000","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, with patterns in relief directly due to the rolling process"
"l10n_be_intrastat.intrastat_category_2014_72082500","72082500","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm, pickled, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72082600","72082600","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 3 mm but < 4,75 mm, pickled, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72082700","72082700","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of < 3 mm, pickled, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72083600","72083600","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 10 mm, not pickled, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72083700","72083700","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm but < 10 mm, not pickled, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72083800","72083800","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 3 mm but < 4,75 mm, not pickled, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72083900","72083900","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply hot-rolled, not clad, plated or coated, of a thickness of < 3 mm, not pickled, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72084000","72084000","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, with patterns in relief directly due to the rolling process"
"l10n_be_intrastat.intrastat_category_2014_72085120","72085120","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, of a thickness of > 15 mm, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72085191","72085191","Flat-rolled products of iron or non-alloy steel, of a width of >= 2.050 mm, not in coils, simply hot-rolled, not clad, plated or coated, of a thickness of > 10 mm but <= 15 mm, without patterns in relief (excl. ""wide flats"")"
"l10n_be_intrastat.intrastat_category_2014_72085198","72085198","Flat-rolled products of iron or non-alloy steel, of a width of < 2.050 mm but >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, of a thickness of > 10 mm but <= 15 mm, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72085210","72085210","Flat-rolled products of iron or non-alloy steel, of a width of <= 1.250 mm, not in coils, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a thickness of >= 4,75 mm but <= 10 mm, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72085291","72085291","Flat-rolled products of iron or non-alloy steel, of a width of >= 2.050 mm, not in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm but <= 10 mm, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72085299","72085299","Flat-rolled products of iron or non-alloy steel, of a width of < 2.050 mm but >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm but <= 10 mm, without patterns in relief (excl. rolled on four faces or in a closed bow pass of a width <= 1.250 mm)"
"l10n_be_intrastat.intrastat_category_2014_72085310","72085310","Flat-rolled products of iron or non-alloy steel, of a width of <= 1.250 mm, not in coils, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a thickness of >= 4 mm but < 4,75 mm, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72085390","72085390","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, of a thickness of >= 3 mm but < 4,75 mm, without patterns in relief (excl. rolled on four faces or in a closed bow pass of a width <= 1.250 mm and of a thickness of >= 4 mm)"
"l10n_be_intrastat.intrastat_category_2014_72085400","72085400","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply hot-rolled, not clad, plated or coated, of a thickness of < 3 mm, without patterns in relief"
"l10n_be_intrastat.intrastat_category_2014_72089020","72089020","Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, but not clad, plated or coated, perforated"
"l10n_be_intrastat.intrastat_category_2014_72089080","72089080","Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, but not clad, plated or coated, non-perforated"
"l10n_be_intrastat.intrastat_category_2014_72091500","72091500","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of >= 3 mm"
"l10n_be_intrastat.intrastat_category_2014_72091610","72091610","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", of a thickness of > 1 mm but < 3 mm ""electrical"""
"l10n_be_intrastat.intrastat_category_2014_72091690","72091690","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of > 1 mm but < 3 mm (excl. electrical)"
"l10n_be_intrastat.intrastat_category_2014_72091710","72091710","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", of a thickness of >= 0,5 mm but <= 1 mm ""electrical"""
"l10n_be_intrastat.intrastat_category_2014_72091790","72091790","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of >= 0,5 mm but <= 1 mm (excl. electrical)"
"l10n_be_intrastat.intrastat_category_2014_72091810","72091810","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", of a thickness of < 0,5 mm ""electrical"""
"l10n_be_intrastat.intrastat_category_2014_72091891","72091891","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of >= 0,35 mm but < 0,5 mm (excl. electrical)"
"l10n_be_intrastat.intrastat_category_2014_72091899","72091899","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of < 0,35 mm (excl. electrical)"
"l10n_be_intrastat.intrastat_category_2014_72092500","72092500","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of >= 3 mm"
"l10n_be_intrastat.intrastat_category_2014_72092610","72092610","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply cold-rolled ""cold-reduced"", of a thickness of > 1 mm but < 3 mm ""electrical"""
"l10n_be_intrastat.intrastat_category_2014_72092690","72092690","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of > 1 mm but < 3 mm (excl. electrical)"
"l10n_be_intrastat.intrastat_category_2014_72092710","72092710","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply cold-rolled ""cold-reduced"", of a thickness of >= 0,5 mm but <= 1 mm ""electrical"""
"l10n_be_intrastat.intrastat_category_2014_72092790","72092790","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of >= 0,5 mm but <= 1 mm (excl. electrical)"
"l10n_be_intrastat.intrastat_category_2014_72092810","72092810","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply cold-rolled ""cold-reduced"", of a thickness of < 0,5 mm ""electrical"""
"l10n_be_intrastat.intrastat_category_2014_72092890","72092890","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply cold-rolled ""cold-reduced"", not clad, plated or coated, of a thickness of < 0,5 mm (excl. electrical)"
"l10n_be_intrastat.intrastat_category_2014_72099020","72099020","Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"" and further worked, but not clad, plated or coated, perforated"
"l10n_be_intrastat.intrastat_category_2014_72099080","72099080","Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"" and further worked, but not clad, plated or coated, non-perforated"
"l10n_be_intrastat.intrastat_category_2014_72101100","72101100","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", tinned, of a thickness of >= 0,5 mm"
"l10n_be_intrastat.intrastat_category_2014_72101220","72101220","Tinplate of iron or non-alloy steel, of a width of >= 600 mm and of a thickness of < 0,5 mm, tinned [coated with a layer of metal containing, by weight,  >= 97% of tin], not further worked than surface-treated"
"l10n_be_intrastat.intrastat_category_2014_72101280","72101280","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with tin, of a thickness of < 0,5 mm (excl. tinplate)"
"l10n_be_intrastat.intrastat_category_2014_72102000","72102000","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with lead, incl. terne-plate"
"l10n_be_intrastat.intrastat_category_2014_72103000","72103000","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", electrolytically plated or coated with zinc"
"l10n_be_intrastat.intrastat_category_2014_72104100","72104100","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", corrugated, plated or coated with zinc (excl. electrolytically plated or coated with zinc)"
"l10n_be_intrastat.intrastat_category_2014_72104900","72104900","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", not corrugated, plated or coated with zinc (excl. electrolytically plated or coated with zinc)"
"l10n_be_intrastat.intrastat_category_2014_72105000","72105000","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with chromium oxides or with chromium and chromium oxides"
"l10n_be_intrastat.intrastat_category_2014_72106100","72106100","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with aluminium-zinc alloys"
"l10n_be_intrastat.intrastat_category_2014_72106900","72106900","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with aluminium (excl. products plated or coated with aluminium-zinc alloys)"
"l10n_be_intrastat.intrastat_category_2014_72107010","72107010","Tinplate of a width of >= 600 mm and of a thickness of < 0,5 mm, tinned [coated with a layer of metal containing, by weight,  >= 97% of tin], not further worked than varnished, and flat products plated or coated with chromium oxides or with chromium and chromium oxides, of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", varnished"
"l10n_be_intrastat.intrastat_category_2014_72107080","72107080","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", painted, varnished or plastic coated (excl. tinplate and products electrolytically plated or coated with chrome, varnished)"
"l10n_be_intrastat.intrastat_category_2014_72109030","72109030","Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad"
"l10n_be_intrastat.intrastat_category_2014_72109040","72109040","Flat-rolled products of iron or non-alloy steel, tinned and printed, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"""
"l10n_be_intrastat.intrastat_category_2014_72109080","72109080","Flat-rolled products of iron or non-alloy steel, hot-rolled or cold-rolled ""cold-reduced"", of a width of >= 600 mm, plated or coated (excl. plated or coated with thin, lead ""incl. terne-plate"", zinc, aluminium, chromium, chromium oxides, plastics, platinum, painted or varnished, clad and tinned and printed)"
"l10n_be_intrastat.intrastat_category_2014_72111300","72111300","Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a width of > 150 mm but < 600 mm and a thickness of >= 4 mm, not in coils, without patterns in relief, commonly known as ""wide flats"""
"l10n_be_intrastat.intrastat_category_2014_72111400","72111400","Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm (excl. ""wide flats"")"
"l10n_be_intrastat.intrastat_category_2014_72111900","72111900","Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not clad, plated or coated, of a thickness < 4,75 mm (excl. ""wide flats"")"
"l10n_be_intrastat.intrastat_category_2014_72112320","72112320","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight < 0,25% of carbon ""electrical"""
"l10n_be_intrastat.intrastat_category_2014_72112330","72112330","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm and of a thickness of >= 0,35 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight < 0,25% of carbon (excl. electrical plate)"
"l10n_be_intrastat.intrastat_category_2014_72112380","72112380","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm and of a thickness of < 0,35 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight < 0,25% of carbon (excl. electrical plate)"
"l10n_be_intrastat.intrastat_category_2014_72112900","72112900","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight >= 0,25% of carbon"
"l10n_be_intrastat.intrastat_category_2014_72119020","72119020","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, but not clad, plated or coated, perforated"
"l10n_be_intrastat.intrastat_category_2014_72119080","72119080","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, but not clad, plated or coatednon-perforated"
"l10n_be_intrastat.intrastat_category_2014_72121010","72121010","Tinplate of iron or non-alloy steel, of a width of < 600 mm and of a thickness of < 0,5 mm, tinned [coated with a layer of metal containing, by weight,  >= 97% of tin], not further worked than surface-treated"
"l10n_be_intrastat.intrastat_category_2014_72121090","72121090","Flat-rolled products of iron or non-alloy steel, hot-rolled or cold-rolled ""cold-reduced"", of a width of < 600 mm, tinned (excl. tinplate, not further worked than surface-treated)"
"l10n_be_intrastat.intrastat_category_2014_72122000","72122000","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", electrolytically plated or coated with zinc"
"l10n_be_intrastat.intrastat_category_2014_72123000","72123000","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", tinned (excl. electrolytically plated or coated with zinc)"
"l10n_be_intrastat.intrastat_category_2014_72124020","72124020","Tinplate of a width of < 600 mm and of a thickness of < 0,5 mm, tinned [coated with a layer of metal containing, by weight,  >= 97% of tin], not further worked than varnished, and flat products plated or coated with chromium oxides or with chromium and chromium oxides, of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", varnished"
"l10n_be_intrastat.intrastat_category_2014_72124080","72124080","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", painted, varnished or plastic coated (excl. tinplate, not further worked than varnished, and products plated or coated with chromium oxides or with chromium and chromium oxides, varnished)"
"l10n_be_intrastat.intrastat_category_2014_72125020","72125020","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with chromium oxides or with chromium and chromium oxides (excl. varnished)"
"l10n_be_intrastat.intrastat_category_2014_72125030","72125030","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with chromium or nickel"
"l10n_be_intrastat.intrastat_category_2014_72125040","72125040","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with copper"
"l10n_be_intrastat.intrastat_category_2014_72125061","72125061","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with aluminium-zinc alloys"
"l10n_be_intrastat.intrastat_category_2014_72125069","72125069","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", plated or coated with aluminium (excl. products plated or coated with aluminium-zinc alloys)"
"l10n_be_intrastat.intrastat_category_2014_72125090","72125090","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad (excl. products plated or coated with tin or zinc, copper, with chromium oxides or with chromium and chromium oxides, chromium, nickel or aluminium, painted or varnished, and plastic-coated)"
"l10n_be_intrastat.intrastat_category_2014_72126000","72126000","Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad"
"l10n_be_intrastat.intrastat_category_2014_72131000","72131000","Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ribs, grooves or other deformations produced during the rolling process"
"l10n_be_intrastat.intrastat_category_2014_72132000","72132000","Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excl. bars and rods containing indentations, ribs, grooves or other deformations produced during the rolling process)"
"l10n_be_intrastat.intrastat_category_2014_72139110","72139110","Bars and rods, hot-rolled, of the type used for concrete reinforcement, smooth, of iron or non-alloy steel, in irregularly wound coils, of circular cross-section measuring < 14 mm in diameter"
"l10n_be_intrastat.intrastat_category_2014_72139120","72139120","Bars and rods, hot-rolled, of the type used for tyre cord, smooth, of iron or non-alloy steel, in irregularly wound coils"
"l10n_be_intrastat.intrastat_category_2014_72139141","72139141","Bars and rods, hot-rolled, of iron or non-alloy steel, in irregularly wound coils, containing by weight <= 0,06% of carbon, of circular cross-section measuring < 14 mm in diameter (excl. free-cutting steel, bars and rods, hot-rolled, for concrete reinforcement and tyre cord, and bars and rods, hot-rolled, containing indentations, ribs, grooves or other deformations produced during the rolling process)"
"l10n_be_intrastat.intrastat_category_2014_72139149","72139149","Bars and rods, hot-rolled, of iron or non-alloy steel, in irregularly wound coils, containing by weight > 0,06% and < 0,25% of carbon, of circular cross-section, measuring < 14 mm in diameter (excl. of free-cutting steel, bars and rods, hot-rolled, for concrete reinforcement and tyre cord and bars and rods, hot-rolled, containing indentations, ribs, grooves or other deformations produced during the rolling process)"
"l10n_be_intrastat.intrastat_category_2014_72139170","72139170","Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, containing by weight >= 0,25% but <= 0,75% carbon, of circular cross-section measuring < 14 mm in diameter (excl. of free-cutting steel, and bars and rods, smooth, for concrete reinforcement and tyre cord, and bars and rods with indentations, ribs, grooves or other deformations produced during the rolling process)"
"l10n_be_intrastat.intrastat_category_2014_72139190","72139190","Bars and rods, hot-rolled, of iron or non-alloy steel, in irregularly wound coils, containing by weight > 0,75% of carbon, of circular cross-section measuring < 14 mm in diameter (excl. of free-cutting steel, bars and rods, smooth, for tyre cord and bars and rods with indentations, ribs, grooves and other deformations produced during the rolling process)"
"l10n_be_intrastat.intrastat_category_2014_72139910","72139910","Bars and rods, of iron or non-alloy steel, hot-rolled, in irregularly wound coils, containing by weight < 0,25% carbon (excl. products of circular cross-section measuring < 14 mm in diameter, bars and rods of free-cutting steel, and bars and rods with indentations, ribs, grooves or other deformations produced during the rolling process)"
"l10n_be_intrastat.intrastat_category_2014_72139990","72139990","Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, containing by weight >= 0,25% carbon (excl. products of circular cross-section measuring < 14 mm diameter, bars and rods of free-cutting steel, and bars and rods with indentations, ribs, grooves or other deformations produced during the rolling process)"
"l10n_be_intrastat.intrastat_category_2014_72141000","72141000","Bars and rods, of iron or non-alloy steel, not further worked than forged (excl. in irregularly wound coils)"
"l10n_be_intrastat.intrastat_category_2014_72142000","72142000","Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations produced during the rolling process"
"l10n_be_intrastat.intrastat_category_2014_72143000","72143000","Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn or hot-extruded (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling)"
"l10n_be_intrastat.intrastat_category_2014_72149110","72149110","Bars and rods of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, containing by weight < 0,25% of carbon, of rectangular ""other than square"" cross-section (excl. those with indentations, ribs, grooves or other deformations produced during the rolling process, bars and rods twisted after rolling, and free-cutting steel)"
"l10n_be_intrastat.intrastat_category_2014_72149190","72149190","Other bars and rods of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded, containing by weight >= 0,25% of carbon, of rectangular ""other than square"" cross-section (excl. those with indentations, ribs, grooves or other deformations produced during the rolling process, bars and rods twisted after rolling, and free-cutting steel)"
"l10n_be_intrastat.intrastat_category_2014_72149910","72149910","Bars and rods of the type used for concrete reinforcement, smooth, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded, containing < 0,25% of carbon, of square cross-section or of a cross-section other than rectangular"
"l10n_be_intrastat.intrastat_category_2014_72149931","72149931","Bars and rods of iron or non-alloy steel, only hot-rolled, hot-drawn or hot-extruded, containing < 0,25% of carbon, of circular cross-section, of a maximum diameter of >= 80 mm (other than of free-cutting steel, smooth bars and rods, for reinfoced concrete, or bars and rods containing indentations, ribs, grooves or other deformations produced during the rolling process, or wound after rolling)"
"l10n_be_intrastat.intrastat_category_2014_72149939","72149939","Bars and rods of iron or non-alloy steel, only hot-rolled, hot-drawn or hot-extruded, containing < 0,25% of carbon, of circular cross-section of a maximum diameter of < 80 mm (other than of free-cutting steel, smooth bars and rods, for reinforced concrete, or bars and rods containing indentations, ribs, grooves or other deformations produced during the rolling process, or wound after rolling)"
"l10n_be_intrastat.intrastat_category_2014_72149950","72149950","Bars and rods of iron or non-alloy steel, only hot-rolled, hot-drawn or hot-extruded, containing by weight < 0,25% of carbon, of square cross-section or of a cross-section other than square or circular (other than of free-cutting steel, smooth bars and rods, for reinforced concrete, or bars and rods containing indentations, ribs, grooves or other deformations produced during the rolling process, or wound after rolling)"
"l10n_be_intrastat.intrastat_category_2014_72149971","72149971","Bars and rods of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded, containing by weight >= 0,25% carbon, of circular cross-section measuring >= 80 mm in diameter (excl. bars and rods with indentations, ribs, grooves or other deformations produced during the rolling process, twisted after rolling, and of free-cutting steel)"
"l10n_be_intrastat.intrastat_category_2014_72149979","72149979","Bars and rods of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded, containing by weight >= 0,25% carbon, of circular cross-section measuring < 80 mm in diameter (excl. bars and rods with indentations, ribs, grooves or other deformations produced during the rolling process, twisted after rolling, and of free-cutting steel)"
"l10n_be_intrastat.intrastat_category_2014_72149995","72149995","Bars and rods of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded, containing by weight >= 0,25% carbon, of square or of other than rectangular or circular cross-section (excl. indentations, ribs, grooves or other deformations produced during the rolling process, twisted fter rolling, and of free-cutting steel)"
"l10n_be_intrastat.intrastat_category_2014_72151000","72151000","Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or cold-finished"
"l10n_be_intrastat.intrastat_category_2014_72155011","72155011","Other bars and rods of iron or non-alloy steel, not further worked than cold-formed or cold-finished, containing by weight < 0,25% of carbon of rectangular ""other than square"" cross-section (excl. those of free-cutting steel)"
"l10n_be_intrastat.intrastat_category_2014_72155019","72155019","Other bars and rods of iron or non-alloy steel, not further worked than cold-formed or cold-finished, containing by weight < 0,25% of carbon, of square or other than rectangular cross-section (excl. those of free-cutting steel)"
"l10n_be_intrastat.intrastat_category_2014_72155080","72155080","Other bars and rods of iron or non-alloy steel, not further worked than cold-formed or cold-finished, containing by weight >= 0,25% of carbon (excl. those of free-cutting steel)"
"l10n_be_intrastat.intrastat_category_2014_72159000","72159000","Bars or rods, of iron or non-alloy steel, cold-formed or cold-finished and further worked or hot-formed and further worked, n.e.s."
"l10n_be_intrastat.intrastat_category_2014_72161000","72161000","U, I or H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, of a height of < 80 mm"
"l10n_be_intrastat.intrastat_category_2014_72162100","72162100","L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, of a height of < 80 mm"
"l10n_be_intrastat.intrastat_category_2014_72162200","72162200","T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, of a height of < 80 mm"
"l10n_be_intrastat.intrastat_category_2014_72163110","72163110","U sections of iron or non-alloy steel, simply hot-rolled, hot-drawn or extruded, of a height >= 80 mm but <= 220 mm"
"l10n_be_intrastat.intrastat_category_2014_72163190","72163190","U sections of iron or non-alloy steel, simply hot-rolled, hot-drawn or extruded, of a height > 220 mm"
"l10n_be_intrastat.intrastat_category_2014_72163211","72163211","I sections with parallel flange faces, of iron or non-alloy steel, simply hot-rolled, hot-drawn or extruded, of a height >= 80 mm but <= 220 mm"
"l10n_be_intrastat.intrastat_category_2014_72163219","72163219","I sections of iron or non-alloy steel, simply hot-rolled, hot-drawn or extruded, of a height >= 80 mm but <= 220 mm (excl. 7216.32.11)"
"l10n_be_intrastat.intrastat_category_2014_72163291","72163291","I sections with parallel flange faces, of iron or non-alloy steel, simply hot-rolled, hot-drawn or extruded, of a height > 220 mm"
