id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_sale_order,sale.order,sale.model_sale_order,portal_customer.group_sales_portal,1,0,0,0
access_sale_order_line,sale.order.line,sale.model_sale_order_line,portal_customer.group_sales_portal,1,0,0,0
access_stock_picking,stock.picking,stock.model_stock_picking,portal_customer.group_sales_portal,1,0,0,0 
access_stock_move,stock.move,stock.model_stock_move,portal_customer.group_sales_portal,1,0,0,0
access_stock_warehouse_orderpoint,stock.warehouse.orderpoint,procurement.model_stock_warehouse_orderpoint,portal_customer.group_sales_portal,1,0,0,0
access_account_invoice,account.invoice,account.model_account_invoice,portal_customer.group_sales_portal,1,0,0,0
access_account_invoice_tax,account.invoice.tax,account.model_account_invoice_tax,portal_customer.group_sales_portal,1,0,0,0
access_account_invoice_line,account.invoice.line,account.model_account_invoice_line,portal_customer.group_sales_portal,1,0,0,0
access_account_journal,account.journal,account.model_account_journal,portal_customer.group_sales_portal,1,0,0,0
access_account_voucher,account.voucher,account_voucher.model_account_voucher,portal_customer.group_sales_portal,1,0,0,0
access_account_voucher_line,account.voucher.line,account_voucher.model_account_voucher_line,portal_customer.group_sales_portal,1,0,0,0
access_account_move,account.move,account.model_account_move,portal_customer.group_sales_portal,1,0,0,0
access_account_move_line,account.move.line,account.model_account_move_line,portal_customer.group_sales_portal,1,0,0,0
access_account_move_reconcile,account.move.reconcile,account.model_account_move_reconcile,portal_customer.group_sales_portal,1,0,0,0
